번호,상호,도로명주소,지번주소
2681,씨유 향동본점,경기 고양시 덕양구 꽃내음2길 49,경기 고양시 덕양구 향동동 457-8
2682,기프트샵,경기 고양시 덕양구 삼송로 303 ,경기 고양시 덕양구 지축동 725-18
2683,주시네 복권방,경기 고양시 일산서구 가좌로 16 스카이프라자,경기 고양시 일산서구 가좌동 135-6
2684,운수좋은날,경기 고양시 덕양구 통일로 1074 ,경기 고양시 덕양구 내유동 294-32
2685,화전대박복권,경기 고양시 덕양구 화랑로 33 ,경기 고양시 덕양구 화전동 203-90
2686,시장로또,경기 고양시 덕양구 지도로35번길  10,경기 고양시 덕양구 토당동 864-4
2687,꽃길로또방,경기 고양시 덕양구 꽃마을로 27,경기 고양시 덕양구 향동동 484
2688,MY레몬,경기 광명시 금하로 533 ,경기 광명시 소하동 34-70
2689,지에스25 경기광주도평점,경기 광주시 현산로 79 ,경기 광주시 초월읍 도평리 222-20
2690,돈벼락,경기 구리시 갈매순환로 206,경기 구리시 갈매동 528-2
2691,꿈의명당,경기 군포시 송부로96번길  13,경기 군포시 도마교동 471
2692,행운드림로또&토토,경기 김포시 초당로16번길 77 이지빌,경기 김포시 장기동 2037-2
2693,한아름 복권,경기 김포시 장차로 19 ,경기 김포시 고촌읍 신곡리 538-1
2694,행운로또,경기 김포시 약암로 911 ,경기 김포시 대곶면 약암리 531-1
2695,호돌이복권방,경기 김포시 황금로109번길 80 ,경기 김포시 양촌읍 학운리 2980-4
2696,지엘복권 및 위로마트,경기 김포시 김포한강4로 571 월드퍼스티오피스텔,경기 김포시 구래동 6878-6
2697,씨스페이스 고촌역점,경기 김포시 김포대로 349,경기 김포시 고촌읍 신곡리 1075
2698,돼지복권방,경기 남양주시 내각1로 75 ,경기 남양주시 진접읍 내각리 318-10
2699,원탑복권판매점,경기 남양주시 비룡로 133 ,경기 남양주시 화도읍 묵현리 74-14
2700,인생로또 645,경기 남양주시 다산순환로 356 다산진건지구상업2-7-3,경기 남양주시 다산동 6053-2
2701,우정복권방,경기 남양주시 다산지금로16번길 86 다산지금센트럴에일린의뜰상가동,경기 남양주시 다산동 6208
2702,드림 복권판매점,경기 부천시 계남로  297,경기 부천시 춘의동 130-11
2703,황금터복권판매점,경기 부천시 중동로70번길 15 ,경기 부천시 송내동 504
2704,돈벼락,경기 부천시 범안로 220,경기 부천시 옥길동 780-1
2705,복권명당 로또N토토,경기 부천시 장말로176번길 32,경기 부천시 상동 242
2706,부천복권명당,경기 부천시 부천로 1,경기 부천시 심곡본동 316-2
2707,이마트24 원미엘지점,경기 부천시 조종로 74 ,경기 부천시 원미동 162-104
2708,세븐일레븐 중동현대점,경기 부천시 석천로183번길 35,경기 부천시 중동 1166-4
2709,좋은날,경기 부천시 역곡로490번길 27 ,경기 부천시 고강동 368-7
2710,영진복권방,경기 성남시 분당구 벌말로 41,경기 성남시 분당구 야탑동 275-4
2711,굿데이,경기 성남시 분당구 서현로180번길 26,경기 성남시 분당구 서현동 258-1
2712,지화자,경기 성남시 수정구 위례광장로 328,경기 성남시 수정구 창곡동 508-2
2713,억나와라뚝딱,경기 수원시 팔달구 경수대로 549 동수원빌딩,경기 수원시 팔달구 인계동 955-1
2714,금동이복권판매점,경기 수원시 영통구 영통로130번길 12 즐거운속셈학원,경기 수원시 영통구 망포동 539
2715,골드복권방,경기 수원시 영통구 영통로200번길 21 현대프라자,경기 수원시 영통구 영통동 1106
2716,꿀비복권방,경기 수원시 영통구 동수원로 432,경기 수원시 영통구 매탄동 810-2
2717,씨유 망포원경점,경기 수원시 영통구 덕영대로1499번길 55 ,경기 수원시 영통구 망포동 5-15
2718,대박명당,경기 수원시 권선구 호매실로104번길 90 ,경기 수원시 권선구 호매실동 1400
2719,온누리마트,경기 수원시 영통구 신원로 289-1,경기 수원시 영통구 매탄동 384-21
2720,이마트24 시흥양지점,경기 시흥시 복지로43번길 5 ,경기 시흥시 대야동 491-49
2721,시흥로또,경기 시흥시 비둘기공원2길 10 효정산업,경기 시흥시 대야동 557-2
2722,거북섬 복권방,경기 시흥시 시화호수전원2길 46-5 ,경기 시흥시 정왕동 2769-2
2723,대박찬란한 복권방,경기 시흥시 금오로 606 ,경기 시흥시 과림동 53-3
2724,일등로또복권방,경기 안산시 단원구 선부로 229 대성모터스,경기 안산시 단원구 와동 812-9
2725,행복한동행 풍차열쇠도장,경기 안산시 상록구 시낭로2길 1 ,경기 안산시 상록구 월피동 466-4
2726,칠성슈퍼,경기 안산시 단원구 선부광장1로 32 칠성프러스타운,경기 안산시 단원구 선부동 1070-16
2727,지에스25 안성칠곡,경기 안성시 만세로 1182 ,경기 안성시 원곡면 칠곡리 564-2
2728,돼지복권방,경기 안성시 죽산중앙길 10 ,경기 안성시 죽산면 죽산리 474-1
2729,24시열쇠,경기 안양시 만안구 양화로136번길 28 서광아침의빛아파트,경기 안양시 만안구 박달동 57-7
2730,복권공작소,경기 안양시 만안구 안양로 213,경기 안양시 만안구 안양동 458-1
2731,소망복권,경기 용인시 기흥구 구성로 103 멀티프라자,경기 용인시 기흥구 언남동 336-7
2732,로또복권판매점,경기 의왕시 갈미2로 36 정도프라자,경기 의왕시 내손동 751-2
2733,이마트24의정캐슬점,경기 의정부시 범골로63번길 31 의정부롯데캐슬골드파크2단지,경기 의정부시 의정부동 720
2734,스카이통신,경기 의정부시 시민로 100 의정부지하상가,경기 의정부시 의정부동 99-6
2735,지에스25금릉럭키점,경기 파주시 가나무로 143,경기 파주시 금릉동 211-5
2736,황금복권,경기 파주시 와석순환로 125,경기 파주시 동패동 1759-2
2737,이마트24삼융시네마점,경기 파주시 경의로 1074,경기 파주시 야당동 1066
2738,대박럭키로또,경기 파주시 청암로17번길 43 ,경기 파주시 목동동 935-3
2739,오복화물,경기 파주시 문발들길 91 ,경기 파주시 문발동 94-7
2740,형창,경기 파주시 검바위길 144-12 정다운슈퍼,경기 파주시 월롱면 덕은리 224-12
2741,드림복권,경기 평택시 서동대로 1906 ,경기 평택시 안중읍 금곡리 54-5
2742,해피로또,경기 평택시 비전2로 121 ,경기 평택시 비전동 1027-4
2743,탑복권판매점,경기 평택시 도일로 149 ,경기 평택시 도일동 240-4
2744,지우마트,경기 평택시 고덕여염11길 28 ,경기 평택시 고덕면 여염리 4406-2
2745,다올 복권판매점,경기 포천시 수입로 204,경기 포천시 일동면 수입리 529-17
2746,포천 돈다발복권,경기 포천시 호국로 1382 ,경기 포천시 어룡동 85-1
2747,수원복권,경기 포천시 청군로  3371,경기 포천시 군내면 구읍리 608
2748,행복,경기 하남시 덕풍동로 111-21 KNMALL,경기 하남시 덕풍동 744
2749,씨유미사로또점,경기 하남시 미사강변한강로 295 하남미사롯데캐슬헤븐시티Ⅱ,경기 하남시 망월동 1148
2750,미사복권방,경기 하남시 미사강변동로 85 힐스테이트에코미사,경기 하남시 망월동 1106
2751,유상점,경기 하남시 미사강변동로 95,경기 하남시 망월동 1100
2752,지에스25(동탄대박점),경기 화성시 동탄순환대로 249,경기 화성시 산척동 724-3
2753,지에스25 송산프라자점,경기 화성시 수노을중앙로 156,경기 화성시 새솔동 76-12
2754,세븐일레븐화성봉담수기점,경기 화성시 세자로 356,경기 화성시 봉담읍 수기리 11-40
2755,화성메타복권,경기 화성시 병점1로 221,경기 화성시 진안동 876-4
2756,플러스25마트,경기 가평군 청평역로 42,경기 가평군 청평면 청평리 128-13
2757,대박로또,경기 가평군 중앙로 35,경기 가평군 가평읍 읍내리 359-1
2758,대박복권방,경기 고양시 일산서구 경의로 823,경기 고양시 일산서구 덕이동 219-1
2759,굿샷,경기 고양시 일산동구 위시티로 49,경기 고양시 일산동구 식사동 663
2760,더블 행복 복권판매점,경기 고양시 덕양구 충경로 31-1,경기 고양시 덕양구 행신동 719-14
2761,송산,경기 고양시 일산동구 성현로 389,경기 고양시 일산동구 문봉동 158-42
2762,유명복권마트,경기 고양시 일산동구 공릉천로 11,경기 고양시 일산동구 사리현동 116-3
2763,해피파크,경기 고양시 일산서구 경의로 605,경기 고양시 일산서구 일산동 1107
2764,씨유 과천해오름점,경기 과천시 중앙로 59,경기 과천시 갈현동 692
2765,광명명당복권방,경기 광명시 오리로 1024,경기 광명시 광명동 158-971
2766,퇴촌로또휴게소,경기 광주시 천진암로 447,경기 광주시 퇴촌면 도수리 331-1
2767,즐겨찾기 행운로또,경기 구리시 경춘북로 252,경기 구리시 갈매동 596
2768,드림복권방,경기 군포시 군포로580번길 14,경기 군포시 당동 747-4
2769,복만이네로또판매점,경기 김포시 김포한강4로 487,경기 김포시 구래동 6886-6
2770,다드림복권,경기 김포시 월하로 930,경기 김포시 하성면 전류리 159
2771,황금로또명당,경기 김포시 김포대로926번길 131,경기 김포시 북변동 832
2772,천운로또토토,경기 김포시 김포한강1로97번길 10-16,경기 김포시 장기동 1900-11
2773,대운상사,경기 남양주시 장현로 178,경기 남양주시 진접읍 장현리 229-4
2774,소망상사,경기 남양주시 다산중앙로82번안길 115-4,경기 남양주시 다산동 6170-1
2775,세븐일레븐창현행운점,경기 남양주시 폭포로 37,경기 남양주시 화도읍 창현리 433
2776,동하인터내셔날,경기 남양주시 진건오남로884번길 23,경기 남양주시 오남읍 양지리 402
2777,로또 판매점(중앙점),경기 동두천시 중앙로 277,경기 동두천시 생연동 602-15
2778,로또왕,경기 동두천시 평화로 2980,경기 동두천시 상봉암동 75-1
2779,대박복권판매점,경기 부천시 역곡로20번길 20,경기 부천시 역곡동 83-4
2780,황금부엉이,경기 부천시 범안로 2,경기 부천시 괴안동 39-2
2781,부광복권,경기 부천시 소사구 부광로 20-2,경기 부천시 소사구 괴안동 116-6
2782,초이스복권,경기 부천시 소향로 117,경기 부천시 중동 1168-2
2783,다나와복권,경기 부천시 수도로 86,경기 부천시 도당동 4-14
2784,백억로또,경기 부천시 삼작로 338,경기 부천시 여월동 7-4
2785,대박 복권방,경기 부천시 원미구 삼작로 303,경기 부천시 원미구 도당동 141-2
2786,오케이마트,경기 부천시 안곡로 191,경기 부천시 괴안동 184-7
2787,하늘복권,경기 부천시 원종로35번길 82,경기 부천시 원종동 230
2788,복이소사,경기 부천시 호현로 421,경기 부천시 소사본동 167-26
2789,봄이네복권,경기 성남시 수정구 산성대로93번길 25,경기 성남시 수정구 수진동 4002
2790,씨유(CU) 성남산들점,경기 성남시 중원구 여수울로 51,경기 성남시 중원구 여수동 602
2791,인생역전로또방,경기 성남시 분당구 느티로87번길 6,경기 성남시 분당구 정자동 61-4
2792,베스트,경기 성남시 수정구 위례서일로3길 2,경기 성남시 수정구 창곡동 547-13
2793,씨유 분당서현점,경기 성남시 분당구 분당로53번길 9,경기 성남시 분당구 서현동 269-6
2794,로또복권로데오서현점,경기 성남시 분당구 분당로53번길 20,경기 성남시 분당구 서현동 268-2
2795,세븐일레븐 성남은행빌리지점,경기 성남시 중원구 산성대로552번길 11,경기 성남시 중원구 은행동 701
2796,로또 수원농수산물점,경기 수원시 권선구 권중로15번길 21,경기 수원시 권선구 권선동 1162-9
2797,별라미니슈퍼,경기 수원시 권선구 매송고색로676번길 2,경기 수원시 권선구 고색동 389-3
2798,비나리,경기 수원시 권선구 금호로 67,경기 수원시 권선구 금곡동 240-34
2799,대박 로또,경기 수원시 장안구 수성로261번길 81,경기 수원시 장안구 정자동 43-105
2800,한씨네,경기 수원시 영통구 광교중앙로 254,경기 수원시 영통구 하동 983-1
2801,씨유(CU) 수원하늘채점,경기 수원시 장안구 수성로258번길 21,경기 수원시 장안구 영화동 400-5
2802,명문 복권방,경기 수원시 팔달구 동말로 11,경기 수원시 팔달구 화서동 166-18
2803,들어오3  로또 앤 과자,경기 수원시 권선구 호매실로90번길 27,경기 수원시 권선구 호매실동 1403-4
2804,행복,경기 수원시 영통구 신원로 230,경기 수원시 영통구 매탄동 492-20
2805,코스모스,경기 수원시 팔달구 창룡대로 65-3,경기 수원시 팔달구 매향동 124-18
2806,1등명당,경기 시흥시 황고개로 526,경기 시흥시 장곡동 932-7
2807,아이지에이 신천점,경기 시흥시 시흥대로 1121,경기 시흥시 신천동 948
2808,복권명당,경기 시흥시 거북섬남로 90,경기 시흥시 정왕동 2737
2809,시흥행복상회,경기 시흥시 복지로 63,경기 시흥시 대야동 468-24
2810,복권판매점,경기 시흥시 미산로 145,경기 시흥시 미산동 288-9
2811,굿초이스마켓,경기 시흥시 서울대학로278번길 61,경기 시흥시 배곧동 204
2812,칠갑복권방,경기 시흥시 호현로 147,경기 시흥시 대야동 303-1
2813,운수대통,경기 시흥시 마유로418번길 10,경기 시흥시 정왕동 2327-2
2814,아이지에이마트 동명사랑점,경기 안산시 단원구 선부광장북로 36,경기 안산시 단원구 선부동 1082
2815,이마트24 R안산로또포레점,경기 안산시 단원구 원선1로 15,경기 안산시 단원구 원곡동 845-1
2816,영마트,경기 양주시 평화로1475번길 159,경기 양주시 덕계동 573-4
2817,씨유 옥정인생역전점,경기 양주시 화합로 1657,경기 양주시 율정동 597-17
2818,여기가좋겠네,경기 양평군 경강로 2758,경기 양평군 용문면 삼성리 220-2
2819,또로로또,경기 여주시 청심로 196,경기 여주시 상동 310-2
2820,삼군로또,경기 여주시 가남로 25,경기 여주시 가남읍 삼군리 339-1
2821,로또마트,경기 연천군 왕산로 27,경기 연천군 왕징면 무등리 21-9
2822,45 로또앤커피,경기 의왕시 포일세거리로 21,경기 의왕시 포일동 658
2823,당첨쑥쑥복권,경기 의왕시 고산로 88,경기 의왕시 고천동 414
2824,으뜸,경기 의정부시 용민로 401,경기 의정부시 낙양동 742-3
2825,팍스팍스,경기 의정부시 비우로 46,경기 의정부시 녹양동 145-13
2826,왕대박복권,경기 의정부시 회룡로 188,경기 의정부시 장암동 20-9
2827,학연로또,경기 이천시 황무로 1275,경기 이천시 부발읍 무촌리 369-18
2828,신둔황금복권,경기 이천시 경충대로 3180,경기 이천시 신둔면 수광리 260-8
2829,임금님복권,경기 이천시 중부대로 1210,경기 이천시 장록동 376-4
2830,평화로 복권,경기 파주시 평화로 376,경기 파주시 검산동 306-9
2831,꿈을이루는집,경기 파주시 천정구로 85,경기 파주시 당하동 112-3
2832,지에스25 파주교하타운점(로또),경기 파주시 돌단풍길 6,경기 파주시 문발동 612-5
2833,씨유 파주신촌점,경기 파주시 소라지로 79-3,경기 파주시 신촌동 29-11
2834,골드복권,경기 파주시 가람로51번길 13,경기 파주시 와동동 1562
2835,조이마트(만호점),경기 평택시 평택항로 180,경기 평택시 포승읍 만호리 578-4
2836,로또복권합정점,경기 평택시 중앙로 176,경기 평택시 합정동 766-2
2837,씨유평택힐탑점,경기 평택시 밀월로 41,경기 평택시 신장동 274-197
2838,부자복권,경기 평택시 만세로 1740,경기 평택시 죽백동 522-1
2839,세븐일레븐동삭원룸점,경기 평택시 서재1길 62,경기 평택시 동삭동 676-8
2840,로또복권,경기 평택시 서정역로58번길 14,경기 평택시 서정동 303-6
2841,씨유 평택안중로점,경기 평택시 안중로 59,경기 평택시 안중읍 현화리 287
2842,씨유 신북중앙점,경기 포천시 호국로 2037,경기 포천시 신북면 기지리 909-1
2843,대박,경기 포천시 솔모루로 72,경기 포천시 소흘읍 송우리 172-2
2844,도깨비,경기 하남시 서하남로 136,경기 하남시 감일동 114-13
2845,유니콘,경기 하남시 신우실로63번길 11,경기 하남시 감일동 531-2
2846,복권명당 은하점,경기 하남시 미사강변대로54번길 75,경기 하남시 풍산동 515-2
2847,행복드림,경기 하남시 미사강변대로226번길 66,경기 하남시 망월동 976-4
2848,씨유 화성세자로점,경기 화성시 세자로 492,경기 화성시 안녕동 186-91
2849,황금로또점,경기 가평군 조종희망로 39,경기 가평군 조종면 현리 278-2
2850,한방동행복권,경기 가평군 보납로 9-1,경기 가평군 가평읍 읍내리 499-7
2851,씨유 백석스타일점,경기 고양시 일산동구 중앙로 1079,경기 고양시 일산동구 백석동 1335
2852,로또 판매장,경기 고양시 덕양구 동송로 33,경기 고양시 덕양구 동산동 369
2853,1등 맛집 코끼리복권방,경기 고양시 일산동구 강송로113번길 9,경기 고양시 일산동구 백석동 1227
2854,토브몰,경기 고양시 덕양구 호국로 851,경기 고양시 덕양구 성사동 714
2855,탄현대박복권방,경기 고양시 일산서구 일현로 67,경기 고양시 일산서구 탄현동 170-2
2856,행복드림로또,경기 고양시 일산서구 일산로 662,경기 고양시 일산서구 대화동 2033
2857,목인,경기 고양시 일산동구 장항로 127,경기 고양시 일산동구 백석동 1098
2858,세븐일레븐 금정메리어트호텔점,경기 군포시 군포로707번길 3,경기 군포시 금정동 77-16
2859,몽당슈퍼,경기 김포시 마송2로 104,경기 김포시 통진읍 마송리 316-14
2860,수동복권방,경기 남양주시 비룡로 708,경기 남양주시 수동면 운수리 122
2861,로또명당,경기 남양주시 금강로 1557,경기 남양주시 진접읍 장현리 84-3
2862,씨스페이스 부천 내동점,경기 부천시 수도로 149,경기 부천시 내동 201
2863,복덩이 복권방,경기 부천시 성지로 33,경기 부천시 원종동 345-10
2864,송림마트,경기 부천시 부흥로 2,경기 부천시 상동 573-2
2865,태영과 동행,경기 성남시 분당구 성남대로43번길 10,경기 성남시 분당구 구미동 158
2866,복이만석,경기 수원시 영통구 덕영대로1555번길 13,경기 수원시 영통구 영통동 974-6
2867,가람복권방,경기 시흥시 옥구천동로 456,경기 시흥시 정왕동 1874-1
2868,씨스페이스 장현점,경기 시흥시 장현서2길 2,경기 시흥시 장현동 646-1
2869,복권판매점(행운명당),경기 시흥시 수인로3312번길 16,경기 시흥시 대야동 693
2870,로또명당카페,경기 시흥시 거북섬2길 21,경기 시흥시 정왕동 2703-2
2871,대농마트,경기 안산시 단원구 신촌3길 27,경기 안산시 단원구 초지동 708-5
2872,로또 복권방,경기 양주시 칠봉산로 195-7,경기 양주시 봉양동 376-1
2873,양평 대명점,경기 양평군 신내길7번길 48,경기 양평군 개군면 공세리 295-6
2874,영웅복권,경기 용인시 기흥구 흥덕1로 52,경기 용인시 기흥구 영덕동 1007-6
2875,로또커피,경기 의왕시 오봉산단1로 12,경기 의왕시 이동 732
2876,도전 로또,경기 의정부시 배꽃길 7,경기 의정부시 민락동 927-3
2877,해오름 복권 판매점,경기 파주시 해올1길 12,경기 파주시 다율동 0
2878,씨스페이스 신대점,경기 평택시 평남로 58,경기 평택시 신대동 76-7
2879,씨유평택비전골든점,경기 평택시 비전2로 133,경기 평택시 비전동 1070-4
2880,스마일로또(대한냉열),경기 화성시 삼성1로 283,경기 화성시 반월동 357-28
2881,세븐일레븐 화성봉담대로점,경기 화성시 삼천병마로 894-4,경기 화성시 봉담읍 세곡리 17
2882,로또1등판매점,경기 화성시 병점중앙로170번길 2,경기 화성시 진안동 873-1
2883,정류장 로또 맛집,경기 화성시 삼천병마로 626,경기 화성시 봉담읍 덕리 305-2
2884,세븐복권방,경기 고양시 일산동구 숲속마을1로 28-8,경기 고양시 일산동구 풍동 829-3
2885,456복권방,경기 고양시 일산동구 고봉로 549,경기 고양시 일산동구 성석동 2186
2886,씨유 구리굿모닝점,경기 구리시 건원대로99번길 112,경기 구리시 인창동 707
2887,이마트24 군포공단점,경기 군포시 산본로77번길 24,경기 군포시 당정동 369-5
2888,복권방슈퍼,경기 부천시 부천로 364,경기 부천시 도당동 32
2889,행운남매(복권판매점),경기 부천시 소사로 162,경기 부천시 소사본동 203-19
2890,럭키로또,경기 수원시 팔달구 장다리로233번길 23,경기 수원시 팔달구 인계동 971-1
2891,망포역 로또복권방,경기 수원시 영통구 덕영대로 1478,경기 수원시 영통구 망포동 41-1
2892,천하제일복권명당,경기 수원시 팔달구 고매로 21,경기 수원시 팔달구 고등동 64-4
2893,씨유 정왕원룸센터점,경기 시흥시 큰솔공원로 14,경기 시흥시 정왕동 1543-2
2894,파이브 스타마트,경기 안산시 상록구 용신로 268,경기 안산시 상록구 사동 1201-4
2895,으뜸복권방,경기 의정부시 효자로 14,경기 의정부시 민락동 732-1
2896,세븐일레븐 운정로드점,경기 파주시 운정로 143,경기 파주시 상지석동 547-7
2897,만백로토토,경기 고양시 덕양구 으뜸로 130,경기 고양시 덕양구 덕은동 0
2898,지에스25 소만6단지점,경기 고양시 덕양구 소원로 155,경기 고양시 덕양구 행신동 787
2899,이마트24 백석동문점,경기 고양시 일산동구 호수로 358-26,경기 고양시 일산동구 백석동 1321
2900,행복주니복권방,경기 광주시 오포로 701-1,경기 광주시 추자동 586
2901,이마트24 군포중앙공원점,경기 군포시 고산로 596-15,경기 군포시 산본동 1121
2902,씨유 심곡사거리점,경기 부천시 원미구 장말로 319,경기 부천시 원미구 심곡동 298-22
2903,백발백중,경기 성남시 수정구 공원로 433,경기 성남시 수정구 태평동 2045
2904,서현행운로또점,경기 성남시 분당구 서현로257번길 3,경기 성남시 분당구 서현동 79-1
2905,서현로또 원조,경기 성남시 분당구 서현로180번길 19,경기 성남시 분당구 서현동 256
2906,씨유 서현에클라트점,경기 성남시 분당구 서현로 204,경기 성남시 분당구 서현동 245-4
2907,일등맞집,경기 수원시 팔달구 정조로 651,경기 수원시 팔달구 매교동 161
2908,씨유 은계호반써밋점,경기 시흥시 은계남로 12,경기 시흥시 은행동 644
2909,씨유 정왕베스트점,경기 시흥시 큰솔로7번안길 13-20,경기 시흥시 정왕동 1412-17
2910,월곶행운로또,경기 시흥시 월곶해안로161번길 15,경기 시흥시 월곶동 1012-1
2911,천상로또판매점,경기 시흥시 군자로 507,경기 시흥시 거모동 1757-1
2912,행운복권,경기 안산시 상록구 반월로 33,경기 안산시 상록구 건건동 908-2
2913,엔젤,경기 안양시 만안구 박달로539번길 41,경기 안양시 만안구 박달동 61-6
2914,다정토토,경기 안양시 만안구 양화로28번길 20,경기 안양시 만안구 안양동 1195-18
2915,새 녹원마트,경기 용인시 기흥구 새천년로16번길 18,경기 용인시 기흥구 신갈동 707
2916,행운복권방,경기 의왕시 보식골로 1,경기 의왕시 오전동 104-4
2917,이마트24파주스마일점,경기 파주시 보광로 1281,경기 파주시 광탄면 창만리 391-1
2918,로또복권방,경기 평택시 비전5로 10,경기 평택시 비전동 1104
2919,대령체육사,경기 하남시 역말로 73,경기 하남시 덕풍동 424-3
2920,정남로또방,경기 화성시 시청로 1582,경기 화성시 정남면 백리 34-39
2921,로또복권 스포츠토토,경기 화성시 사강시장길 57,경기 화성시 송산면 사강리 660-23
2922,세븐일레븐 화성한승점,경기 화성시 화산중앙로 47,경기 화성시 송산동 158-84
2923,천하명당복권방,경기 안성시 중앙로 424,경기 안성시 영동 428번지
2924,당동복권방,경기 군포시 당동로 8 ,경기 군포시 당동 771-15
2925,희망복권,경기 평택시 평택1로20번길 39 ,경기 평택시 평택동 34-12
2926,로또복권방,경기 안양시 만안구 경수대로 1265,경기 안양시 만안구 석수동 104-98번지
2927,7복권방,경기 수원시 권선구 매송고색로 873 수원공구유통타운,경기 수원시 권선구 평동 23-28
2928,즉석복권방,경기 수원시 영통구 산남로 2 ,경기 수원시 영통구 매탄동 866-18
2929,복권명당,경기 안양시 만안구 예술공원로 67 ,경기 안양시 만안구 안양동 31-2
2930,럭키로또,경기 이천시 이섭대천로 1226 ,경기 이천시 창전동 464-29
2931,당첨희망복권점,경기 이천시 영창로 145 ,경기 이천시 관고동 4-31
2932,대박,경기 구리시 안골로103번길 46,경기 구리시 수택동 405-16번지
2933,행운슈퍼 복권사는날,경기 부천시 경인로 148,경기 부천시 송내2동 578-5번지
2934,복권마트,경기 부천시 소사로 253,경기 부천시 소사본동 75-6번지
2935,아성슈퍼,경기 부천시 부흥로 202,경기 부천시 중동 712-4번지
2936,형제상회,경기 부천시 부일로 752,경기 부천시 역곡1동 112번지
2937,복권천국,경기 부천시 부일로 502,경기 부천시 심곡동 145-4번지
2938,북문복권방,경기 수원시 장안구 정조로 927-1 생맥주타운,경기 수원시 장안구 영화동 311-12
2939,명당복권점,경기 수원시 팔달구 중부대로 50-1 ,경기 수원시 팔달구 인계동 750-49
2940,천하명당복권방,경기 수원시 팔달구 효원로 36 ,경기 수원시 팔달구 매산로3가 128-4
2941,주택복권방,경기 수원시 장안구 파장로 19 이병국한의원,경기 수원시 장안구 송죽동 277-26
2942,복권하우스,경기 평택시 송탄로 369-1 ,경기 평택시 지산동 797-12
2943,주택복권방,경기 안양시 만안구 수리산로 53,경기 안양시 만안구 안양6동 508-25번지
2944,삼성복권방,경기 동두천시 어수로 100-1,경기 동두천시 생연동 686-17번지
2945,주택복권,경기 이천시 영창로 187 ,경기 이천시 창전동 150-9
2946,중앙연쇄점,경기 여주시 태평로 37 ,경기 여주시 가남읍 태평리 163-4
2947,행운의집(미니슈퍼),경기 이천시 남천로 2 ,경기 이천시 중리동 235
2948,천하명당,경기 화성시 남양시장로 83 ,경기 화성시 남양읍 남양리 1267-5
2949,복권방,경기 가평군 청평중앙로 35 프라자약국,경기 가평군 청평면 청평리 462-2
2950,복권나라,경기 고양시 일산서구 원일로 114,경기 고양시 일산서구 일산동 551-13번지
2951,이마트24 일산식사점,경기 고양시 일산동구 견달산로 249,경기 고양시 일산동구 식사동 1152-3번지
2952,대박복권방,경기 고양시 일산동구 장항로 329,경기 고양시 일산동구 장항동 543-4번지
2953,잉크와복권,경기 광명시 시청로 69,경기 광명시 철산동 157-2번지
2954,복권명당,경기 광명시 광명로832번길 15 ,경기 광명시 광명동 334-29
2955,복권천국,경기 광명시 기아로 6,경기 광명시 소하동 1241번지
2956,행복을 드립니다 (흥부네),경기 광주시 광여로 713 ,경기 광주시 곤지암읍 건업리 550-7
2957,초월대박복권방,경기 광주시 경충대로 1252 ,경기 광주시 초월읍 대쌍령리 196-18
2958,365복권잔치,경기 군포시 고산로 166 SK벤티움,경기 군포시 당정동 522
2959,제이테크복권방,경기 군포시 금산로 14 정효빌딩,경기 군포시 금정동 725-6
2960,잉크랑복권이랑,경기 군포시 오금로134번안길 25 ,경기 군포시 금정동 856-4
2961,티켓몰,경기 김포시 사우중로 15,경기 김포시 사우동 251-8번지
2962,노다지복권방,경기 김포시 중봉1로 81,경기 김포시 북변동 235-14번지
2963,금도깨비복권전문점,경기 김포시 하성면 월하로 721,경기 김포시 하성면 원산리 346-1번지
2964,복권세상,경기 남양주시 청학로 97 현대빌딩,경기 남양주시 별내면 청학리 442
2965,전인정보통신,경기 남양주시 진건오남로 658,경기 남양주시 오남읍 오남리 203-2번지
2966,현대,경기 동두천시 삼육사로 1005,경기 동두천시 생연동 385-4번지
2967,서울복권방,경기 동두천시 어수로 116,경기 동두천시 생연동 684-3번지
2968,복권왕국,경기 부천시 경인로216번길 7,경기 부천시 심곡본동 668-3번지
2969,대박복권방,경기 성남시 중원구 금상로57번길 5,경기 성남시 중원구 상대원동 2992-30번지
2970,복권닷컴,경기 성남시 수정구 탄리로 79,경기 성남시 수정구 태평동 3521번지
2971,미금헤리츠점,경기 성남시 분당구 성남대로 151,경기 성남시 분당구 구미동 9-1번지
2972,복권명가,경기 성남시 중원구 금상로 70,경기 성남시 중원구 상대원동 2318번지
2973,황금알복권방,경기 성남시 중원구 박석로25번길 13,경기 성남시 중원구 상대원동 1402
2974,21세기복권나라,경기 성남시 중원구 둔촌대로 361,경기 성남시 중원구 하대원동 224-1
2975,복권마을,경기 성남시 중원구 희망로 388 ,경기 성남시 중원구 상대원동 2995-17
2976,탑드림,경기 성남시 분당구 돌마로 68,경기 성남시 분당구 구미동 23-1
2977,피여리,경기 성남시 수정구 성남대로1416번길 12,경기 성남시 수정구 복정동 695-2
2978,천하명당복권방,경기 수원시 권선구 매송고색로 720-1 ,경기 수원시 권선구 고색동 49-10
2979,천하명당우만점,경기 수원시 팔달구 월드컵로369번길 4 ,경기 수원시 팔달구 우만동 466-5
2980,돈주리복권방,경기 수원시 영통구 봉영로1482번길 17-4,경기 수원시 영통구 영통동 985-5
2981,좋은소식,경기 수원시 팔달구 효원로249번길 18-1,경기 수원시 팔달구 인계동 1044-1
